DLL 2022-06-30 20:44:29.137689 - PARAMETER output : ./ 
DLL 2022-06-30 20:44:29.137774 - PARAMETER dataset_path : /data/tacotron2/LJSpeech-1.1 
DLL 2022-06-30 20:44:29.137796 - PARAMETER model_name : WaveGlow 
DLL 2022-06-30 20:44:29.137814 - PARAMETER log_file : nvlog.json 
DLL 2022-06-30 20:44:29.137829 - PARAMETER anneal_steps : None 
DLL 2022-06-30 20:44:29.137845 - PARAMETER anneal_factor : 0.1 
DLL 2022-06-30 20:44:29.137861 - PARAMETER epochs : 2 
DLL 2022-06-30 20:44:29.137879 - PARAMETER epochs_per_checkpoint : 50 
DLL 2022-06-30 20:44:29.137894 - PARAMETER checkpoint_path :  
DLL 2022-06-30 20:44:29.137908 - PARAMETER resume_from_last : False 
DLL 2022-06-30 20:44:29.137923 - PARAMETER dynamic_loss_scaling : True 
DLL 2022-06-30 20:44:29.137939 - PARAMETER amp : False 
DLL 2022-06-30 20:44:29.137955 - PARAMETER cudnn_enabled : True 
DLL 2022-06-30 20:44:29.137972 - PARAMETER cudnn_benchmark : True 
DLL 2022-06-30 20:44:29.137988 - PARAMETER disable_uniform_initialize_bn_weight : False 
DLL 2022-06-30 20:44:29.138004 - PARAMETER use_saved_learning_rate : False 
DLL 2022-06-30 20:44:29.138019 - PARAMETER learning_rate : 0.0 
DLL 2022-06-30 20:44:29.138036 - PARAMETER weight_decay : 0.0 
DLL 2022-06-30 20:44:29.138050 - PARAMETER grad_clip_thresh : 65504.0 
DLL 2022-06-30 20:44:29.138066 - PARAMETER batch_size : 10 
DLL 2022-06-30 20:44:29.138082 - PARAMETER grad_clip : 5.0 
DLL 2022-06-30 20:44:29.138097 - PARAMETER load_mel_from_disk : False 
DLL 2022-06-30 20:44:29.138114 - PARAMETER training_files : filelists/ljs_audio_text_train_subset_625_filelist.txt 
DLL 2022-06-30 20:44:29.138129 - PARAMETER validation_files : filelists/ljs_audio_text_val_filelist.txt 
DLL 2022-06-30 20:44:29.138143 - PARAMETER text_cleaners : ['english_cleaners'] 
DLL 2022-06-30 20:44:29.138163 - PARAMETER max_wav_value : 32768.0 
DLL 2022-06-30 20:44:29.138179 - PARAMETER sampling_rate : 22050 
DLL 2022-06-30 20:44:29.138194 - PARAMETER filter_length : 1024 
DLL 2022-06-30 20:44:29.138210 - PARAMETER hop_length : 256 
DLL 2022-06-30 20:44:29.138225 - PARAMETER win_length : 1024 
DLL 2022-06-30 20:44:29.138239 - PARAMETER mel_fmin : 0.0 
DLL 2022-06-30 20:44:29.138254 - PARAMETER mel_fmax : 8000.0 
DLL 2022-06-30 20:44:29.138269 - PARAMETER rank : 0 
DLL 2022-06-30 20:44:29.138284 - PARAMETER world_size : 1 
DLL 2022-06-30 20:44:29.138298 - PARAMETER dist_url : tcp://localhost:23456 
DLL 2022-06-30 20:44:29.138313 - PARAMETER group_name : group_name 
DLL 2022-06-30 20:44:29.138333 - PARAMETER dist_backend : nccl 
DLL 2022-06-30 20:44:29.138347 - PARAMETER bench_class :  
DLL 2022-06-30 20:44:29.138362 - PARAMETER model_name : Tacotron2_PyT 
train.py:402: SyntaxWarning: "is not" with a literal. Did you mean "!="?
  if args.checkpoint_path is not "":
/workspace/examples/tacotron2/waveglow/model.py:55: UserWarning: torch.qr is deprecated in favor of torch.linalg.qr and will be removed in a future PyTorch release.
The boolean parameter 'some' has been replaced with a string parameter 'mode'.
Q, R = torch.qr(A, some)
should be replaced with
Q, R = torch.linalg.qr(A, 'reduced' if some else 'complete') (Triggered internally at  /opt/pytorch/pytorch/aten/src/ATen/native/BatchLinearAlgebra.cpp:1934.)
  W = torch.qr(torch.FloatTensor(c, c).normal_())[0]
DLL 2022-06-30 20:44:52.105909 - (0, 0) glob_iter/iters_per_epoch : 0/62 
DLL 2022-06-30 20:44:55.134486 - (0, 0) train_loss : 0.0017813618760555983 
DLL 2022-06-30 20:44:56.694971 - (0, 0) train_items_per_sec : 17431.54924387939 
DLL 2022-06-30 20:44:56.695047 - (0, 0) train_iter_time : 4.589379801000177 
DLL 2022-06-30 20:44:56.697097 - (0, 1) glob_iter/iters_per_epoch : 1/62 
DLL 2022-06-30 20:44:57.030410 - (0, 1) train_loss : 0.0025248222518712282 
DLL 2022-06-30 20:44:57.828573 - (0, 1) train_items_per_sec : 70704.83128325843 
DLL 2022-06-30 20:44:57.828694 - (0, 1) train_iter_time : 1.131464407000749 
DLL 2022-06-30 20:44:57.831153 - (0, 2) glob_iter/iters_per_epoch : 2/62 
DLL 2022-06-30 20:44:58.164869 - (0, 2) train_loss : 0.0016726283356547356 
DLL 2022-06-30 20:44:58.958909 - (0, 2) train_items_per_sec : 70935.92642303329 
DLL 2022-06-30 20:44:58.958974 - (0, 2) train_iter_time : 1.1277783210007328 
DLL 2022-06-30 20:44:58.960951 - (0, 3) glob_iter/iters_per_epoch : 3/62 
DLL 2022-06-30 20:44:59.293616 - (0, 3) train_loss : 0.00322648580186069 
DLL 2022-06-30 20:45:00.086151 - (0, 3) train_items_per_sec : 71097.84103084699 
DLL 2022-06-30 20:45:00.086244 - (0, 3) train_iter_time : 1.1252099760004057 
DLL 2022-06-30 20:45:00.088037 - (0, 4) glob_iter/iters_per_epoch : 4/62 
DLL 2022-06-30 20:45:00.422269 - (0, 4) train_loss : 0.001552949077449739 
DLL 2022-06-30 20:45:01.212647 - (0, 4) train_items_per_sec : 71134.79159865517 
DLL 2022-06-30 20:45:01.212736 - (0, 4) train_iter_time : 1.1246254920006322 
DLL 2022-06-30 20:45:01.214415 - (0, 5) glob_iter/iters_per_epoch : 5/62 
DLL 2022-06-30 20:45:01.547866 - (0, 5) train_loss : 0.003374193562194705 
DLL 2022-06-30 20:45:02.338331 - (0, 5) train_items_per_sec : 71178.70107697269 
DLL 2022-06-30 20:45:02.338385 - (0, 5) train_iter_time : 1.12393172100019 
DLL 2022-06-30 20:45:02.339965 - (0, 6) glob_iter/iters_per_epoch : 6/62 
DLL 2022-06-30 20:45:02.673634 - (0, 6) train_loss : 0.0017364653758704662 
DLL 2022-06-30 20:45:03.469026 - (0, 6) train_items_per_sec : 70854.54133752214 
DLL 2022-06-30 20:45:03.469091 - (0, 6) train_iter_time : 1.1290737119998084 
DLL 2022-06-30 20:45:03.470768 - (0, 7) glob_iter/iters_per_epoch : 7/62 
DLL 2022-06-30 20:45:03.803666 - (0, 7) train_loss : 0.0019620319362729788 
DLL 2022-06-30 20:45:04.599880 - (0, 7) train_items_per_sec : 70851.31872286266 
DLL 2022-06-30 20:45:04.599941 - (0, 7) train_iter_time : 1.1291250670001318 
DLL 2022-06-30 20:45:04.601790 - (0, 8) glob_iter/iters_per_epoch : 8/62 
DLL 2022-06-30 20:45:04.935678 - (0, 8) train_loss : 0.002356082433834672 
DLL 2022-06-30 20:45:05.731933 - (0, 8) train_items_per_sec : 70786.66380382409 
DLL 2022-06-30 20:45:05.731996 - (0, 8) train_iter_time : 1.1301563840006565 
DLL 2022-06-30 20:45:05.733780 - (0, 9) glob_iter/iters_per_epoch : 9/62 
DLL 2022-06-30 20:45:06.066742 - (0, 9) train_loss : 0.002098067430779338 
DLL 2022-06-30 20:45:06.864458 - (0, 9) train_items_per_sec : 70753.17989329237 
DLL 2022-06-30 20:45:06.864527 - (0, 9) train_iter_time : 1.1306912300005934 
